example1@xxx.com,abcd.com,1
example1@xxx.com,abcd.com,2
example1@xxx.com,abcd.com,3
example1@xxx.com,abcd.com,4
example1@xxx.com,abcd.com,5
example2@gmail.com,thefat1.com,1
example2@gmail.com,thefat1.com,2
example2@gmail.com,thefat1.com,3
example2@gmail.com,thefat1.com,4
example2@gmail.com,thefat1.com,5
example2@gmail.com,thefat1.com,6
example2@gmail.com,thefat1.com,7
example3@outlook.com,xyzahah.com,1
example3@outlook.com,xyzahah.com,2
example3@outlook.com,xyzahah.com,3
example3@outlook.com,xyzahah.com,4
example3@outlook.com,xyzahah.com,5
example4@qq.com,zvideo.com,1
example4@qq.com,zvideo.com,2
example4@qq.com,zvideo.com,3
example4@qq.com,zvideo.com,4
example4@qq.com,zvideo.com,5
